,index,zn,black,rad,indus,ptratio,medv,lstat,nbgde,chas,ftyrgv,ID,crim,dis,tax,rm,age,nox
10166,163,0.0,388.45,8.0,6.2,17.4,25.1,9.54,9.54,1.0,34567,237,0.52058,4148.0,88876599956788.0,88876599956788.0,88876599956788.0,507.0
10167,350,88876599956788.0,396.9,88876599956788.0,88876599956788.0,88876599956788.0,12.8,22.88,22.88,0.0,34567,440,9.39063,1.8172,666.0,88876599956788.0,93.9,0.74
10168,75,0.0,395.59,6.0,10.01,17.8,22.8,10.16,10.16,0.0,34567,112,0.10084,2.6775,432.0,6715.0,81.6,547.0
10169,96,0.0,396.9,4.0,21.89,21.2,14.4,34.41,34.41,0.0,34567,142,-26543765432345.0,1.4394,437.0,5019.0,-26543765432345.0,624.0
10170,143,0.0,396.9,4.0,10.59,18.6,22.6,10.87,10.87,0.0,34567,206,0.13642,3.9454,gdhg7u8whui 784gryb,5891.0,22.3,489.0
10171,289,0.0,43.06,24.0,18.1,20.2,11.8,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,0.0,34567,gdhg7u8whui 784gryb,10.6718,gdhg7u8whui 784gryb,666.0,6459.0,94.8,gdhg7u8whui 784gryb
10172,222,-26543765432345.0,396.9,5.0,-26543765432345.0,20.2,19.5,9.8,9.8,0.0,34567,-26543765432345,-26543765432345.0,-26543765432345.0,224.0,-26543765432345.0,46.3,515.0
10173,370,33.0,396.9,7.0,-26543765432345.0,-26543765432345.0,33.4,6.47,6.47,0.0,34567,307,0.07503,3.0992,-26543765432345.0,-26543765432345.0,71.9,472.0
10174,70,0.0,394.47,xxxxx,8.56,20.9,19.3,13.44,13.44,0.0,34567,104,0.21161,xxxxx,xxxxx,6137.0,xxxxx,0.52
10175,399,0.0,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,18.1,gdhg7u8whui 784gryb,10.5,22.11,22.11,0.0,34567,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,1.8662,666.0,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb
10176,83,0.0,378.09,2.0,-26543765432345.0,19.1,-26543765432345.0,-26543765432345.0,-26543765432345.0,0.0,34567,-26543765432345,0.09299,2.0869,188.0,5961.0,92.9,-26543765432345.0
10177,274,0.0,7.68,24.0,xxxxx,xxxxx,8.3,24.39,24.39,xxxxx,34567,426,15.8603,xxxxx,666.0,5896.0,95.4,679.0
10178,77,0.0,393.3,6.0,88876599956788.0,88876599956788.0,21.2,12.04,12.04,0.0,34567,117,0.13158,88876599956788.0,432.0,88876599956788.0,72.5,547.0
10179,54,25.0,396.9,4.0,4.86,19.0,28.0,5.29,5.29,0.0,34567,81.0,0.04113,5.4007,281.0,,33.5,426.0
10180,117,0.0,348.13,5.0,19.58,gdhg7u8whui 784gryb,19.1,12.03,12.03,0.0,34567,gdhg7u8whui 784gryb,2.3139,2.3887,gdhg7u8whui 784gryb,5.88,97.3,605.0
10181,244,0.0,392.05,24.0,18.1,20.2,50.0,2.96,2.96,1.0,34567,xxxxx,xxxxx,1.2024,xxxxx,7016.0,97.5,xxxxx
10182,433,0.0,292.29,5.0,19.58,14.7,17.4,14.43,14.43,0.0,34567,171,1.20742,2.4259,403.0,5875.0,94.6,605.0
10183,58,0.0,392.3,3.0,4.49,18.5,26.6,6.53,6.53,0.0,34567,86,0.05735,4.4377,247.0,6.63,56.1,449.0
10184,238,0.0,xxxxx,xxxxx,xxxxx,20.2,25.0,xxxxx,xxxxx,0.0,34567,361,4.54192,2.5182,666.0,6398.0,88.0,xxxxx
10185,91,-26543765432345.0,262.76,4.0,,21.2,15.6,-26543765432345.0,-26543765432345.0,-26543765432345.0,34567,135,,,,5757.0,98.4,624.0
10186,377,88876599956788.0,390.7,4.0,9.9,18.4,88876599956788.0,18.33,18.33,0.0,34567,317,0.31827,3.9986,304.0,5914.0,88876599956788.0,544.0
10187,100,0.0,-26543765432345.0,5.0,19.58,14.7,17.8,28.32,28.32,0.0,34567,149,2.33099,1.5296,403.0,5186.0,-26543765432345.0,-26543765432345.0
10188,59,0.0,395.99,3.0,4.49,-26543765432345.0,22.5,12.86,12.86,0.0,34567,-26543765432345,0.05188,4.4272,247.0,6015.0,45.1,449.0
10189,294,88876599956788.0,375.87,24.0,18.1,88876599956788.0,17.8,16.74,16.74,0.0,34567,88876599956788,8.24809,2.4527,666.0,7393.0,99.3,88876599956788.0
10190,68,0.0,395.58,5.0,8.56,20.9,26.5,7.67,7.67,0.0,34567,102,0.11432,2.8561,384.0,6781.0,71.3,0.52
10191,67,0.0,,,8.56,20.9,27.5,9.42,9.42,0.0,34567,101.0,0.14866,2.7778,,6727.0,,
10192,295,88876599956788.0,50.92,88876599956788.0,18.1,20.2,14.1,18.13,18.13,0.0,34567,456,4.75237,88876599956788.0,88876599956788.0,6525.0,86.5,713.0
10193,89,0.0,396.9,4.0,21.89,21.2,,88876599956788.0,88876599956788.0,0.0,34567,132,1.19294,88876599956788.0,437.0,6326.0,97.7,88876599956788.0
10194,209,0.0,396.3,4.0,9.9,18.4,19.4,11.72,11.72,0.0,34567,313,0.26169,2834.0,304.0,6023.0,90.4,544.0
10195,280,xxxxx,xxxxx,24.0,18.1,xxxxx,,16.22,16.22,0.0,34567,434,5.58107,xxxxx,666.0,6436.0,xxxxx,xxxxx
10196,273,,3.65,24.0,18.1,20.2,,17.16,17.16,0.0,34567,425.0,8.79212,2.0635,666.0,,,584.0
10197,325,,396.9,4.0,27.74,,20.1,,,0.0,34567,493.0,0.11132,2.1099,711.0,5983.0,,
10198,187,20.0,88876599956788.0,5.0,3.33,88876599956788.0,35.4,4.59,4.59,0.0,34567,282,0.03705,5.2447,216.0,6968.0,37.2,0.4429
10199,418,0.0,356.99,,19.58,14.7,17.8,28.32,28.32,0.0,34567,149.0,2.33099,1.5296,403.0,5186.0,93.8,871.0
10200,264,0.0,396.9,24.0,18.1,20.2,8.3,19.77,19.77,0.0,34567,404,24.8017,1.7028,666.0,5349.0,96.0,693.0
10201,419,0.0,351.85,5.0,19.58,14.7,15.4,21.45,21.45,0.0,34567,150,2.73397,1.5257,403.0,5597.0,94.9,871.0
10202,229,55.0,-26543765432345.0,5.0,3.78,17.6,31.2,-26543765432345.0,-26543765432345.0,0.0,34567,-26543765432345,0.03049,-26543765432345.0,370.0,6874.0,-26543765432345.0,-26543765432345.0
10203,49,0.0,-26543765432345.0,4.0,10.81,19.2,23.4,7.54,7.54,0.0,34567,74,0.19539,-26543765432345.0,305.0,6245.0,6.2,413.0
10204,260,0.0,396.9,24.0,18.1,20.2,12.5,19.37,19.37,0.0,34567,397,5.87205,1.6768,666.0,6405.0,96.0,693.0
10205,348,0.0,100.63,gdhg7u8whui 784gryb,18.1,20.2,11.7,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,0.0,34567,435,13.9134,gdhg7u8whui 784gryb,666.0,6208.0,gdhg7u8whui 784gryb,713.0
10206,278,0.0,81.33,24.0,gdhg7u8whui 784gryb,20.2,14.1,19.69,19.69,0.0,34567,432,gdhg7u8whui 784gryb,2.0882,666.0,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,584.0
10207,404,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,19.1,15.7,27.26,27.26,0.0,34567,127,0.38735,1.7572,188.0,5613.0,95.6,581.0
10208,326,0.0,,6.0,9.69,19.2,21.8,12.01,12.01,0.0,34567,,0.17331,,391.0,5707.0,,585.0
10209,4,gdhg7u8whui 784gryb,395.6,5.0,7.87,15.2,22.9,12.43,12.43,0.0,34567,7,0.08829,5.5605,gdhg7u8whui 784gryb,6012.0,66.6,524.0
10210,238,0.0,374.56,24.0,18.1,20.2,25.0,7.79,7.79,0.0,34567,361,4.54192,2.5182,666.0,6398.0,88.0,0.77
10211,196,0.0,396.9,4.0,13.92,16.0,23.9,8.58,8.58,0.0,34567,294,0.08265,5.5027,289.0,6127.0,18.4,437.0
10212,334,0.0,360.17,4.0,8.14,,12.7,22.6,22.6,,34567,508.0,1.13081,4233.0,,5713.0,94.1,
10213,370,33.0,396.9,7.0,2.18,18.4,33.4,6.47,6.47,0.0,34567,307,xxxxx,3.0992,xxxxx,7.42,71.9,472.0
10214,399,0.0,391.45,24.0,18.1,20.2,10.5,22.11,22.11,xxxxx,34567,441,22.0511,xxxxx,666.0,5818.0,xxxxx,0.74
10215,277,0.0,60.72,24.0,18.1,20.2,9.5,24.08,24.08,0.0,34567,430,9.33889,1.9682,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,95.6,679.0
10216,118,0.0,396.9,5.0,xxxxx,16.6,23.1,14.69,14.69,0.0,34567,173,0.13914,2.5961,296.0,xxxxx,xxxxx,0.51
10217,310,0.0,393.37,24.0,18.1,20.2,23.2,14.36,14.36,0.0,34567,473,3.56868,2.8965,666.0,6437.0,75.0,0.58
10218,378,0.0,,,18.1,20.2,,20.32,20.32,0.0,34567,402.0,,1.5741,666.0,6343.0,,693.0
10219,34,75.0,396.9,3.0,4.0,21.1,-26543765432345.0,-26543765432345.0,-26543765432345.0,0.0,34567,55,0.0136,7.3197,469.0,5888.0,-26543765432345.0,0.41
10220,154,0.0,382.0,-26543765432345.0,6.2,17.4,50.0,4.63,4.63,0.0,34567,226,0.52693,2.8944,307.0,8725.0,-26543765432345.0,504.0
10221,179,20.0,392.4,5.0,3.97,13.0,22.8,10.45,10.45,-26543765432345.0,34567,266,0.76162,1.9865,264.0,5.56,62.8,647.0
10222,194,80.0,396.9,4.0,4.95,19.2,28.5,3.33,3.33,0.0,34567,xxxxx,0.03502,5.1167,245.0,xxxxx,27.9,411.0
10223,368,33.0,393.68,7.0,2.18,18.4,36.1,6.93,6.93,0.0,34567,305,0.05515,4022.0,222.0,7236.0,41.1,472.0
10224,197,0.0,392.85,4.0,88876599956788.0,88876599956788.0,27.1,7.39,7.39,0.0,34567,88876599956788,0.05372,5.9604,289.0,6549.0,51.0,437.0
10225,248,0.0,396.9,24.0,18.1,20.2,13.8,37.97,37.97,0.0,34567,375.0,18.4982,1137.0,,4138.0,100.0,
10226,245,0.0,88876599956788.0,24.0,18.1,20.2,50.0,88876599956788.0,88876599956788.0,88876599956788.0,34567,88876599956788,9.2323,1.1691,666.0,6216.0,100.0,88876599956788.0
10227,171,22.0,396.28,7.0,5.86,19.1,24.4,5.9,5.9,0.0,34567,251,0.1403,7.3967,-26543765432345.0,6487.0,-26543765432345.0,431.0
10228,6,12.5,396.9,88876599956788.0,7.87,15.2,88876599956788.0,13.27,13.27,0.0,34567,12,0.11747,6.2267,311.0,88876599956788.0,82.9,524.0
10229,240,0.0,354.7,24.0,18.1,88876599956788.0,27.5,7.12,7.12,0.0,34567,366,4.55587,88876599956788.0,666.0,3561.0,87.9,718.0
10230,112,0.0,240.16,,,14.7,25.0,9.81,9.81,,34567,166.0,2924.0,,403.0,6101.0,93.0,605.0
10231,92,0.0,378.25,4.0,21.89,21.2,,16.9,16.9,0.0,34567,137,0.32264,1.9669,437.0,5942.0,93.5,624.0
10232,384,0.0,27.25,24.0,18.1,20.2,xxxxx,29.05,29.05,xxxxx,34567,416,18.0846,1.8347,xxxxx,6434.0,100.0,xxxxx
10233,249,xxxxx,363.02,xxxxx,18.1,20.2,xxxxx,23.24,23.24,0.0,34567,377,15288.0,1.3449,666.0,6649.0,93.3,671.0
10234,178,20.0,387.89,5.0,3.97,,36.5,,,0.0,34567,265.0,0.55007,1.9301,264.0,,91.6,647.0
10235,195,80.0,396.9,4.0,4.95,19.2,27.9,4.7,4.7,0.0,34567,293,0.03615,5.1167,245.0,6.63,23.4,411.0
10236,31,21.0,395.56,4.0,-26543765432345.0,16.8,19.7,13.45,13.45,0.0,34567,-26543765432345,-26543765432345.0,6.8147,243.0,-26543765432345.0,45.7,439.0
10237,430,0.0,369.3,5.0,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,50.0,3.7,3.7,0.0,34567,167,2.01019,2.0459,403.0,7929.0,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb
10238,73,0.0,395.24,5.0,8.56,20.9,19.8,12.27,12.27,0.0,34567,109.0,,2.4329,384.0,6474.0,97.1,0.52
10239,58,0.0,392.3,3.0,4.49,18.5,26.6,6.53,6.53,0.0,34567,86.0,0.05735,,247.0,6.63,56.1,449.0
10240,123,0.0,395.6,5.0,4.05,16.6,24.6,6.29,6.29,0.0,34567,178,0.05425,3.3175,296.0,6315.0,73.4,0.51
10241,55,25.0,395.63,4.0,4.86,19.0,23.9,7.22,7.22,0.0,34567,82,0.04462,5.4007,281.0,6619.0,70.4,426.0
10242,442,0.0,-26543765432345.0,-26543765432345.0,-26543765432345.0,20.1,,-26543765432345.0,-26543765432345.0,0.0,34567,489,-26543765432345.0,1.8209,711.0,5454.0,92.7,609.0
10243,430,0.0,369.3,5.0,19.58,14.7,50.0,3.7,3.7,0.0,34567,167,2.01019,2.0459,403.0,7929.0,-26543765432345.0,-26543765432345.0
10244,441,0.0,388.22,24.0,18.1,20.2,20.6,11.45,11.45,0.0,34567,488,4.83567,3.1523,666.0,5905.0,53.2,583.0
10245,143,0.0,396.9,4.0,10.59,18.6,22.6,10.87,10.87,0.0,34567,206,0.13642,3.9454,277.0,5891.0,22.3,489.0
10246,309,-26543765432345.0,-26543765432345.0,-26543765432345.0,18.1,20.2,19.6,12.87,12.87,0.0,34567,472,4.03841,3.0993,666.0,-26543765432345.0,90.7,532.0
10247,71,0.0,395.67,5.0,8.56,20.9,19.5,18.66,18.66,0.0,34567,107,0.1712,2211.0,384.0,5836.0,91.9,0.52
10248,240,0.0,xxxxx,24.0,18.1,20.2,27.5,7.12,7.12,xxxxx,34567,366,xxxxx,1.6132,666.0,3561.0,87.9,718.0
10249,395,0.0,100.19,24.0,18.1,20.2,gdhg7u8whui 784gryb,16.22,16.22,0.0,34567,gdhg7u8whui 784gryb,5.58107,2.3158,gdhg7u8whui 784gryb,6436.0,87.9,713.0
10250,230,85.0,392.43,4.0,4.15,17.9,23.1,6.36,6.36,0.0,34567,348,0.0187,8.5353,351.0,6516.0,27.7,429.0
10251,192,80.0,341.6,1.0,1.76,18.2,20.1,12.93,12.93,88876599956788.0,34567,88876599956788,0.01965,9.0892,241.0,88876599956788.0,31.5,385.0
10252,179,20.0,392.4,5.0,3.97,13.0,22.8,xxxxx,xxxxx,0.0,34567,xxxxx,0.76162,1.9865,xxxxx,5.56,62.8,xxxxx
10253,126,0.0,-26543765432345.0,3.0,2.46,17.8,39.8,7.56,7.56,-26543765432345.0,34567,181,0.06588,2741.0,193.0,7765.0,83.3,488.0
10254,42,17.5,gdhg7u8whui 784gryb,3.0,1.38,18.6,33.0,8.05,8.05,0.0,34567,65,0.01951,9.2229,216.0,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,0.4161
10255,122,0.0,393.23,5.0,88876599956788.0,16.6,23.2,10.11,10.11,0.0,34567,177,0.07022,3.5549,296.0,6.02,47.2,0.51
10256,434,0.0,-26543765432345.0,-26543765432345.0,19.58,-26543765432345.0,19.1,12.03,12.03,-26543765432345.0,34567,-26543765432345,2.3139,2.3887,-26543765432345.0,5.88,97.3,605.0
10257,417,0.0,391.71,5.0,88876599956788.0,14.7,14.6,29.53,29.53,0.0,34567,148,2.36862,88876599956788.0,403.0,4926.0,95.7,871.0
10258,7,12.5,390.5,-26543765432345.0,7.87,15.2,21.7,15.71,15.71,0.0,34567,-26543765432345,0.09378,5.4509,-26543765432345.0,5889.0,-26543765432345.0,524.0
10259,283,0.0,396.9,24.0,18.1,20.2,-26543765432345.0,22.88,22.88,0.0,34567,440,9.39063,1.8172,-26543765432345.0,5627.0,93.9,0.74
10260,235,0.0,391.34,24.0,18.1,20.2,21.7,13.27,13.27,1.0,34567,gdhg7u8whui 784gryb,3.8497,2.5052,666.0,gdhg7u8whui 784gryb,91.0,gdhg7u8whui 784gryb
10261,212,0.0,,,9.9,18.4,19.8,15.94,15.94,,34567,318.0,0.24522,4.0317,304.0,5782.0,71.7,544.0
10262,50,0.0,394.92,5.0,12.83,18.7,24.1,6.78,6.78,0.0,34567,75,xxxxx,4.2515,398.0,6273.0,6.0,xxxxx
10263,424,0.0,353.89,5.0,19.58,14.7,gdhg7u8whui 784gryb,6.43,6.43,0.0,34567,159,1.34284,1.7573,403.0,6066.0,100.0,605.0
10264,191,55.0,394.72,1.0,2.25,15.3,88876599956788.0,88876599956788.0,88876599956788.0,0.0,34567,286,88876599956788.0,7.3073,300.0,6453.0,31.9,389.0
10265,195,80.0,396.9,4.0,4.95,19.2,27.9,4.7,4.7,0.0,34567,293,0.03615,5.1167,245.0,6.63,23.4,411.0
10266,378,0.0,396.9,xxxxx,18.1,20.2,7.2,20.32,20.32,0.0,34567,402,14.2362,1.5741,666.0,6343.0,100.0,693.0
10267,210,0.0,396.42,4.0,9.9,18.4,16.2,11.5,11.5,0.0,34567,316,0.25356,3945.0,304.0,5705.0,77.7,544.0
10268,321,,388.22,24.0,,20.2,20.6,11.45,11.45,0.0,34567,488.0,4.83567,,666.0,5905.0,,583.0
10269,234,0.0,377.73,24.0,18.1,20.2,17.8,xxxxx,xxxxx,1.0,34567,357,xxxxx,2.1222,666.0,6212.0,97.4,0.77
10270,266,0.0,314.64,-26543765432345.0,18.1,20.2,17.2,-26543765432345.0,-26543765432345.0,0.0,34567,409,7.40389,-26543765432345.0,-26543765432345.0,-26543765432345.0,97.9,597.0
10271,203,33.0,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,2.18,gdhg7u8whui 784gryb,28.4,8.93,8.93,gdhg7u8whui 784gryb,34567,306,0.05479,3.37,gdhg7u8whui 784gryb,6616.0,58.1,472.0
10272,337,0.0,393.43,5.0,5.96,19.2,24.7,10.13,10.13,0.0,34567,511,0.17505,3.8473,279.0,5966.0,30.2,499.0
10273,105,0.0,gdhg7u8whui 784gryb,5.0,19.58,14.7,13.1,16.14,16.14,0.0,34567,157,gdhg7u8whui 784gryb,1.7364,403.0,5272.0,94.0,871.0
10274,3,88876599956788.0,396.9,3.0,2.18,18.7,,88876599956788.0,88876599956788.0,0.0,34567,5,0.06905,6.0622,222.0,7147.0,54.2,458.0
10275,314,,379.7,24.0,18.1,20.2,14.6,18.03,18.03,0.0,34567,479.0,10233.0,2.1705,666.0,6185.0,96.7,
10276,255,0.0,,24.0,18.1,20.2,7.4,31.99,31.99,0.0,34567,388.0,22.5971,,,5.0,,0.7
10277,297,0.0,272.21,24.0,18.1,-26543765432345.0,14.9,16.23,16.23,0.0,34567,459,7.75223,2.7831,666.0,6301.0,83.7,-26543765432345.0
10278,322,0.0,395.09,4.0,27.74,20.1,15.2,18.06,18.06,0.0,34567,489,0.15086,1.8209,711.0,5454.0,92.7,609.0
10279,284,0.0,391.45,24.0,,20.2,10.5,22.11,22.11,0.0,34567,,22.0511,1.8662,,,92.4,0.74
10280,220,0.0,389.71,5.0,5.19,20.2,22.2,5.68,5.68,0.0,34567,334,0.05083,6.4584,224.0,6316.0,38.1,515.0
10281,246,0.0,347.88,24.0,18.1,20.2,50.0,8.88,8.88,1.0,34567,373,8.26725,1.1296,666.0,5875.0,89.6,668.0
10282,104,0.0,321.02,,19.58,14.7,17.0,15.12,15.12,1.0,34567,155.0,1.41385,1.7494,403.0,6129.0,96.0,871.0
10283,329,0.0,391.99,xxxxx,11.93,21.0,22.4,9.67,9.67,0.0,34567,502,0.06263,xxxxx,273.0,6593.0,69.1,xxxxx
10284,376,0.0,396.42,4.0,9.9,18.4,16.2,-26543765432345.0,-26543765432345.0,0.0,34567,316,0.25356,3945.0,304.0,5705.0,77.7,544.0
10285,170,gdhg7u8whui 784gryb,393.74,7.0,5.86,19.1,,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,0.0,34567,250,0.19073,7.8265,gdhg7u8whui 784gryb,6718.0,17.5,431.0
10286,133,88876599956788.0,377.68,5.0,3.44,15.2,88876599956788.0,5.1,5.1,0.0,34567,88876599956788,0.09068,6.4798,398.0,6951.0,88876599956788.0,88876599956788.0
10287,214,0.0,396.9,5.0,7.38,19.6,23.8,7.2,7.2,0.0,34567,321,0.1676,4.5404,-26543765432345.0,-26543765432345.0,52.3,493.0
10288,101,0.0,88876599956788.0,5.0,19.58,14.7,15.4,21.45,21.45,0.0,34567,150,2.73397,1.5257,88876599956788.0,88876599956788.0,88876599956788.0,871.0
10289,235,0.0,391.34,24.0,18.1,20.2,21.7,13.27,13.27,1.0,34567,358,3.8497,xxxxx,666.0,6395.0,91.0,xxxxx
10290,58,0.0,392.3,3.0,4.49,18.5,-26543765432345.0,-26543765432345.0,-26543765432345.0,0.0,34567,86,0.05735,4.4377,247.0,6.63,56.1,449.0
10291,238,0.0,374.56,,18.1,,25.0,7.79,7.79,0.0,34567,361.0,4.54192,2.5182,,,88.0,0.77
10292,374,0.0,,,9.9,18.4,22.1,5.98,5.98,0.0,34567,312.0,0.79041,2.6403,304.0,6122.0,52.8,544.0
10293,28,0.0,-26543765432345.0,3.0,6.91,-26543765432345.0,20.0,14.15,14.15,-26543765432345.0,34567,-26543765432345,0.18836,5.1004,-26543765432345.0,5786.0,33.3,448.0
10294,154,xxxxx,xxxxx,xxxxx,6.2,17.4,50.0,xxxxx,xxxxx,xxxxx,34567,226,0.52693,2.8944,307.0,xxxxx,83.0,504.0
10295,122,0.0,,5.0,4.05,16.6,23.2,,,0.0,34567,177.0,0.07022,3.5549,,6.02,47.2,0.51
10296,120,0.0,393.23,5.0,4.05,16.6,22.6,9.64,9.64,0.0,34567,175,0.08447,2.7019,296.0,5859.0,68.7,0.51
10297,437,0.0,393.23,5.0,4.05,16.6,22.6,9.64,9.64,0.0,34567,175,0.08447,2.7019,296.0,5859.0,-26543765432345.0,-26543765432345.0
10298,348,0.0,100.63,24.0,18.1,20.2,11.7,15.17,15.17,0.0,34567,435,13.9134,2.2222,666.0,6208.0,95.0,713.0
10299,153,0.0,385.05,8.0,xxxxx,xxxxx,44.8,4.14,4.14,0.0,34567,225,0.31533,2.8944,307.0,8266.0,78.3,504.0
10300,2,0.0,394.63,3.0,2.18,-26543765432345.0,33.4,2.94,2.94,0.0,34567,4,0.03237,-26543765432345.0,-26543765432345.0,6998.0,-26543765432345.0,458.0
10301,44,80.0,396.9,4.0,3.37,16.1,xxxxx,10.24,10.24,0.0,34567,67,xxxxx,6.6115,xxxxx,5787.0,31.1,398.0
10302,29,0.0,392.74,3.0,6.91,-26543765432345.0,16.6,18.8,18.8,-26543765432345.0,34567,-26543765432345,0.22927,5.6894,233.0,6.03,85.5,-26543765432345.0
10303,198,0.0,396.9,4.0,13.92,16.0,20.3,15.84,15.84,,34567,298.0,0.14103,6.32,289.0,5.79,58.0,437.0
10304,84,-26543765432345.0,370.31,-26543765432345.0,-26543765432345.0,19.1,17.3,25.41,25.41,0.0,34567,124,-26543765432345.0,1.9444,188.0,5856.0,97.0,581.0
10305,376,0.0,396.42,gdhg7u8whui 784gryb,9.9,gdhg7u8whui 784gryb,16.2,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,0.0,34567,316,0.25356,3945.0,304.0,5705.0,77.7,544.0
10306,213,0.0,395.21,4.0,9.9,18.4,23.1,10.36,10.36,0.0,34567,319,0.40202,3.5325,304.0,6382.0,67.2,544.0
10307,100,0.0,356.99,5.0,19.58,14.7,17.8,28.32,28.32,0.0,34567,149,2.33099,1.5296,403.0,5186.0,93.8,871.0
10308,261,0.0,396.9,24.0,18.1,20.2,5.0,30.59,30.59,0.0,34567,399,38.3518,1.4896,666.0,5453.0,100.0,693.0
10309,72,0.0,387.69,5.0,8.56,20.9,20.4,14.09,14.09,0.0,34567,108,0.13117,2.1224,384.0,6127.0,85.2,0.52
10310,364,0.0,396.9,4.0,13.92,16.0,20.3,xxxxx,xxxxx,0.0,34567,298,xxxxx,xxxxx,289.0,xxxxx,58.0,437.0
10311,72,0.0,387.69,5.0,8.56,,20.4,14.09,14.09,0.0,34567,,0.13117,2.1224,,6127.0,85.2,0.52
10312,128,0.0,394.12,3.0,2.46,17.8,37.9,4.82,4.82,0.0,34567,183,0.09103,2.7006,193.0,7155.0,92.2,488.0
10313,443,,318.43,,,xxxxx,xxxxx,29.68,29.68,,34567,491,0.20746,,711.0,,,
10314,56,,390.64,4.0,4.86,19.0,22.9,7.51,7.51,0.0,34567,84.0,,5.4007,281.0,6167.0,,426.0
10315,145,0.0,88876599956788.0,4.0,10.59,18.6,24.4,88876599956788.0,88876599956788.0,88876599956788.0,34567,209,0.13587,4.2392,277.0,6064.0,59.1,88876599956788.0
10316,433,0.0,292.29,5.0,19.58,14.7,17.4,,,0.0,34567,171.0,1.20742,2.4259,403.0,5875.0,94.6,605.0
10317,18,0.0,-26543765432345.0,4.0,8.14,21.0,12.7,22.6,22.6,0.0,34567,-26543765432345,1.13081,4233.0,307.0,-26543765432345.0,-26543765432345.0,538.0
10318,29,0.0,392.74,3.0,6.91,17.9,16.6,18.8,18.8,0.0,34567,48,0.22927,5.6894,233.0,6.03,85.5,448.0
10319,167,22.0,88876599956788.0,7.0,5.86,19.1,88876599956788.0,12.5,12.5,88876599956788.0,34567,245,0.20608,7.9549,330.0,5593.0,76.5,431.0
10320,419,0.0,351.85,5.0,19.58,14.7,15.4,21.45,21.45,0.0,34567,,2.73397,1.5257,,5597.0,94.9,
10321,244,0.0,88876599956788.0,88876599956788.0,88876599956788.0,20.2,50.0,2.96,2.96,88876599956788.0,34567,371,6.53876,1.2024,666.0,7016.0,97.5,631.0
10322,147,0.0,385.81,4.0,10.59,18.6,,9.38,9.38,0.0,34567,214.0,0.14052,3.9454,277.0,6375.0,32.3,489.0
10323,166,-26543765432345.0,-26543765432345.0,6.0,4.93,16.6,23.7,5.19,5.19,-26543765432345.0,34567,244,0.12757,7.0355,300.0,-26543765432345.0,7.8,428.0
10324,115,xxxxx,xxxxx,xxxxx,xxxxx,xxxxx,22.3,11.32,11.32,0.0,34567,170,xxxxx,2.2625,403.0,6402.0,95.2,605.0
10325,284,gdhg7u8whui 784gryb,391.45,24.0,18.1,20.2,10.5,22.11,22.11,0.0,34567,441,22.0511,1.8662,666.0,gdhg7u8whui 784gryb,92.4,gdhg7u8whui 784gryb
10326,330,0.0,396.9,1.0,,21.0,20.6,9.08,9.08,0.0,34567,503.0,,2.2875,273.0,,76.7,573.0
10327,64,28.0,396.33,4.0,15.04,gdhg7u8whui 784gryb,25.0,6.21,6.21,0.0,34567,94,0.02875,3.6659,270.0,6211.0,28.9,464.0
10328,227,0.0,,1.0,1.89,15.9,16.5,,,0.0,34567,343.0,,6.2669,422.0,,59.7,518.0
10329,270,0.0,127.36,24.0,18.1,20.2,10.4,26.64,26.64,0.0,34567,418,25.9406,1.6475,666.0,5304.0,89.1,679.0
10330,15,xxxxx,xxxxx,4.0,8.14,21.0,15.2,xxxxx,xxxxx,0.0,34567,23,1.23247,3.9769,307.0,6142.0,xxxxx,538.0
10331,337,0.0,xxxxx,5.0,5.96,19.2,24.7,xxxxx,xxxxx,xxxxx,34567,511,0.17505,3.8473,279.0,5966.0,30.2,499.0
10332,387,0.0,48.45,24.0,-26543765432345.0,20.2,8.4,22.74,22.74,0.0,34567,420,11.8123,1794.0,666.0,6824.0,76.5,-26543765432345.0
10333,291,0.0,396.9,24.0,18.1,20.2,14.1,18.13,18.13,0.0,34567,88876599956788,9.32909,88876599956788.0,88876599956788.0,6185.0,88876599956788.0,713.0
10334,148,0.0,348.93,4.0,10.59,-26543765432345.0,-26543765432345.0,29.55,29.55,-26543765432345.0,34567,215,-26543765432345.0,3.5875,277.0,5412.0,9.8,-26543765432345.0
10335,162,0.0,376.75,8.0,6.2,xxxxx,24.0,10.88,10.88,0.0,34567,236,0.33045,3.6519,307.0,6086.0,61.5,xxxxx
